title;descriptionHtml;status;totalInventory;mediaCount.count;metafield.value;metafield;sku;id;Cod. Modelo;Colecao;Cod. Gr.;Desc. Gr.;Cod. Subgr.;Desc. Subgr.;Cod. Prod.;Desc. Produto;Markup Aplic;Pr. Custo;Pr Venda unit;Faixa de Preco;Gde. Gr.;Metal;Cor Padrao;Desc Cor;Sub Nivel;Tab. Pr.;Foto;Encomendavel;Status;Estoque;STATUS_FINAL;Data Inclusao;Peso;Classificacao;Linha
Brinco Ear Cuff We Love Sapphire  - P | Ouro Branco 18K Com Ródio Negro E Diamante;O Cometa Sapphire Diamantes cool e delicados. Para serem usados no dia a dia e em ocasiões especiais.;ACTIVE;6;3;;;BR06064T;gid://shopify/ProductVariant/46355494764839;WE LOVE SA;WE LOVE SAPPHIRE;BR;BRINCO;DI;DIAMANTE INCOLOR;BR06064T;BR OBN,COMETA SAPPHIRE DIA P,DLB ±0,75CT;5.42;515.29;18500.0;06. De 10.000 a 20.000;PA;OURO;RN;RODIO NEGRO;BR COMETA;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/BR06064T.JPG;Sim;Ativo;1.0;ATIVO;2020-11-05;5.22;COM;BRINCO CRA
Brinco We Love Sapphire De Ouro Branco 18K Com Ródio Negro E Safira - P;A Argola Sapphire P e versatil e cool. perfeita para a rotina e para usar com outras peças.;ACTIVE;6;4;;;BR06068T;gid://shopify/ProductVariant/46355494895911;WE LOVE SA;WE LOVE SAPPHIRE;BR;BRINCO;SA;SAFIRA;BR06068T;BR OBN, ARGOLA SAPPHIRE P, SAF ±0,68CT;5.1;246.17;8500.0;07. De 5.000 a 10.000;PA;OURO;RN;RODIO NEGRO;ARGOLA;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/BR06068T.JPG;Sim;Ativo;1.0;ATIVO;2020-11-05;3.77;COM;BRINCO CRA
Brinco We Love Sapphire De Ouro Branco 18K Com Ródio Negro E Safira - P;A Argola Sapphire P e versatil e cool. perfeita para a rotina e para usar com outras peças.;ACTIVE;5;3;;;BR06069T;gid://shopify/ProductVariant/46355494961447;WE LOVE SA;WE LOVE SAPPHIRE;BR;BRINCO;SA;SAFIRA;BR06069T;BR OBN,ARGOLA SAP P,SAF.MULTICOLOR 0,68C;5.26;238.96;8500.0;07. De 5.000 a 10.000;PA;OURO;RN;RODIO NEGRO;ARGOLA;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/BR06069T.JPG;Sim;Ativo;0.0;ATIVO;2020-11-05;3.77;COM;BRINCO CRA
Brinco We Love Sapphire De Ouro Branco 18K Com Ródio Negro E Diamante - P;A Argola Sapphire Diamantes P e versatil e cool. perfeita para a rotina e para compor looks.;ACTIVE;5;4;;;BR06070T;gid://shopify/ProductVariant/46355498303783;WE LOVE SA;WE LOVE SAPPHIRE;BR;BRINCO;DI;DIAMANTE INCOLOR;BR06070T;BR OBN,ARGOLA SAPPHIRE DIA P,DLB 0,43CT;5.43;353.89;12900.0;06. De 10.000 a 20.000;PA;OURO;RN;RODIO NEGRO;ARGOLA;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/BR06070T.JPG;Sim;Ativo;0.0;ATIVO;2020-11-05;3.72;COM;BRINCO CRA
Brinco We Love Sapphire De Ouro Branco 18K Com Ródio Negro E Safira - G;A Argola Sapphire G e elegante e moderna. uma peça statement para usar em qualquer ocasião.;ACTIVE;5;4;;;BR06072T;gid://shopify/ProductVariant/46355498696999;WE LOVE SA;WE LOVE SAPPHIRE;BR;BRINCO;SA;SAFIRA;BR06072T;BR OBN,ARGOLA SAPPHIRE G, SAF 0,67CT;5.19;538.56;18500.0;06. De 10.000 a 20.000;PA;OURO;RN;RODIO NEGRO;ARGOLA;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/BR06072T.JPG;Sim;Ativo;0.0;ATIVO;2020-11-05;10.0;COM;BRINCO CRA
Brinco We Love Sapphire De Ouro Branco 18K Com Ródio Negro E Safira - G;A Argola Sapphire G e elegante e moderna. uma peça statement para usar em qualquer ocasião.;ACTIVE;5;4;;;BR06073T;gid://shopify/ProductVariant/46355502170407;WE LOVE SA;WE LOVE SAPPHIRE;BR;BRINCO;SA;SAFIRA;BR06073T;BR OBN,ARGOLA SAP G,SAF.MULTICOLOR 1,47C;5.0;558.53;18500.0;06. De 10.000 a 20.000;PA;OURO;RN;RODIO NEGRO;ARGOLA;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/BR06073T.JPG;Sim;Ativo;0.0;ATIVO;2020-11-05;10.0;COM;BRINCO CRA
Brinco We Love Sapphire De Ouro Branco 18K Com Ródio Negro E Diamante - G;A Argola Sapphire Diamantes G e chic e cool. uma peça statement para usar em qualquer ocasião.;ACTIVE;5;4;;;BR06074T;gid://shopify/ProductVariant/46355502530855;WE LOVE SA;WE LOVE SAPPHIRE;BR;BRINCO;DI;DIAMANTE INCOLOR;BR06074T;BR OBN,ARG SAPPHIRE DIAMANTE G,DLB ±1,20;4.23;948.42;26500.0;05. De 20.000 a 50.000;PA;OURO;RN;RODIO NEGRO;ARGOLA;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/BR06074T.JPG;Sim;Ativo;0.0;ATIVO;2020-11-05;10.0;COM;BRINCO CRA
Brinco Ear Cuff We Love Sapphire  - G | Ouro Branco 18K Com Ródio Negro E Safiras;"<p>O cometa Sapphire possui um design moderno e delicado, sendo uma joia perfeita para ser utilizada no seu dia a dia e em ocasiões especiais.</p>
<div class=""flex-1 overflow-hidden"">
<div class=""react-scroll-to-bottom--css-fjiff-79elbk h-full"">
<div class=""react-scroll-to-bottom--css-fjiff-1n7m0yu"">
<div class=""flex flex-col pb-9 text-sm"">
<div data-testid=""conversation-turn-3"" class=""w-full text-token-text-primary"">
<div class=""px-4 py-2 justify-center text-base md:gap-6 m-auto"">
<div class=""flex flex-1 text-base mx-auto gap-3 md:px-5 lg:px-1 xl:px-5 md:max-w-3xl lg:max-w-[40rem] xl:max-w-[48rem] group final-completion"">
<div class=""relative flex w-full flex-col agent-turn"">
<div class=""flex-col gap-1 md:gap-3"">
<div class=""flex flex-grow flex-col max-w-full"">
<div class=""min-h-[20px] text-message flex flex-col items-start gap-3 whitespace-pre-wrap break-words [.text-message+&amp;]:mt-5 overflow-x-auto"" data-message-id=""5a37934f-cf3c-4b4e-9696-cd14df2f4216"" data-message-author-role=""assistant"">
<div class=""markdown prose w-full break-words dark:prose-invert light""></div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>";ACTIVE;5;2;;;BR06105T;gid://shopify/ProductVariant/46355502694695;WE LOVE SA;WE LOVE SAPPHIRE;BR;BRINCO;SA;SAFIRA;BR06105T;BR OBN,COMETA SAP G,SAF.MULTICOLOR 3,01C;5.03;329.9;10900.0;06. De 10.000 a 20.000;PA;OURO;RN;RODIO NEGRO;BR COMETA;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/BR06105T.JPG;Sim;Ativo;0.0;ATIVO;2020-12-16;4.28;COM;BRINCO CRA
Brinco Ear Cuff We Love Sapphire - P | Ouro Rosa 18K E Safiras;"<div class=""flex-1 overflow-hidden"">
<div class=""react-scroll-to-bottom--css-fjiff-79elbk h-full"">
<div class=""react-scroll-to-bottom--css-fjiff-1n7m0yu"">
<div class=""flex flex-col pb-9 text-sm"">
<div data-testid=""conversation-turn-3"" class=""w-full text-token-text-primary"">
<div class=""px-4 py-2 justify-center text-base md:gap-6 m-auto"">
<div class=""flex flex-1 text-base mx-auto gap-3 md:px-5 lg:px-1 xl:px-5 md:max-w-3xl lg:max-w-[40rem] xl:max-w-[48rem] group final-completion"">
<div class=""relative flex w-full flex-col agent-turn"">
<div class=""flex-col gap-1 md:gap-3"">
<div class=""flex flex-grow flex-col max-w-full"">
<div class=""min-h-[20px] text-message flex flex-col items-start gap-3 whitespace-pre-wrap break-words [.text-message+&amp;]:mt-5 overflow-x-auto"" data-message-id=""5a37934f-cf3c-4b4e-9696-cd14df2f4216"" data-message-author-role=""assistant"">
<div class=""markdown prose w-full break-words dark:prose-invert light"">
<p>O cometa Sapphire possui um design moderno e delicado, sendo uma peça perfeita para ser utilizada no seu dia a dia e em ocasiões especiais.</p>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
<div class=""w-full pt-2 md:pt-0 dark:border-white/20 md:border-transparent md:dark:border-transparent md:w-[calc(100%-.5rem)]""><form class=""stretch mx-2 flex flex-row gap-3 last:mb-2 md:mx-4 md:last:mb-6 lg:mx-auto lg:max-w-2xl xl:max-w-3xl"">
<div class=""relative flex h-full flex-1 items-stretch md:flex-col"">
<div class=""flex w-full items-center""><br></div>
</div>
</form></div>";ACTIVE;6;3;;;BR06055T;gid://shopify/ProductVariant/46355502760231;WE LOVE SA;WE LOVE SAPPHIRE;BR;BRINCO;SA;SAFIRA;BR06055T;BR OR, COMETA SAPPHIRE P, SAF 1,10CT;5.03;316.69;9900.0;07. De 5.000 a 10.000;PA;OURO;OR;OURO ROSA;BR COMETA;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/BR06055T.JPG;Sim;Ativo;1.0;ATIVO;2020-11-05;5.23;COM;BRINCO CRA
Brinco Ear Cuff We Love Sapphire - G | Ouro Rosa 18K E Safiras;"<div class=""flex-1 overflow-hidden"">
<div class=""react-scroll-to-bottom--css-fjiff-79elbk h-full"">
<div class=""react-scroll-to-bottom--css-fjiff-1n7m0yu"">
<div class=""flex flex-col pb-9 text-sm"">
<div data-testid=""conversation-turn-3"" class=""w-full text-token-text-primary"">
<div class=""px-4 py-2 justify-center text-base md:gap-6 m-auto"">
<div class=""flex flex-1 text-base mx-auto gap-3 md:px-5 lg:px-1 xl:px-5 md:max-w-3xl lg:max-w-[40rem] xl:max-w-[48rem] group final-completion"">
<div class=""relative flex w-full flex-col agent-turn"">
<div class=""flex-col gap-1 md:gap-3"">
<div class=""flex flex-grow flex-col max-w-full"">
<div class=""min-h-[20px] text-message flex flex-col items-start gap-3 whitespace-pre-wrap break-words [.text-message+&amp;]:mt-5 overflow-x-auto"" data-message-id=""5a37934f-cf3c-4b4e-9696-cd14df2f4216"" data-message-author-role=""assistant"">
<div class=""markdown prose w-full break-words dark:prose-invert light"">
<p>O cometa Sapphire possui um design moderno e delicado, sendo uma peça perfeita para ser utilizada no seu dia a dia e em ocasiões especiais.</p>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
<div class=""w-full pt-2 md:pt-0 dark:border-white/20 md:border-transparent md:dark:border-transparent md:w-[calc(100%-.5rem)]""><form class=""stretch mx-2 flex flex-row gap-3 last:mb-2 md:mx-4 md:last:mb-6 lg:mx-auto lg:max-w-2xl xl:max-w-3xl"">
<div class=""relative flex h-full flex-1 items-stretch md:flex-col"">
<div class=""flex w-full items-center""><br></div>
</div>
</form></div>";ACTIVE;5;3;;;BR06056T;gid://shopify/ProductVariant/46355502891303;WE LOVE SA;WE LOVE SAPPHIRE;BR;BRINCO;SA;SAFIRA;BR06056T;BR OR, COMETA SAPPHIRE G, SAF 2,34CT;5.06;351.86;10900.0;06. De 10.000 a 20.000;PA;OURO;OR;OURO ROSA;BR COMETA;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/BR06056T.JPG;Sim;Ativo;0.0;ATIVO;2020-11-05;4.4;COM;BRINCO CRA
Brinco We Love Sapphire De Ouro Rosa 18K E Safira - P;A Argola Sapphire P e versatil e cool. perfeita para a rotina e para usar com outras peças.;ACTIVE;6;4;;;BR06057T;gid://shopify/ProductVariant/46355503087911;WE LOVE SA;WE LOVE SAPPHIRE;BR;BRINCO;SA;SAFIRA;BR06057T;BR OR, ARGOLA SAPPHIRE P, SAF 0,60CT;5.69;237.49;8500.0;07. De 5.000 a 10.000;PA;OURO;OR;OURO ROSA;ARGOLA;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/BR06057T.JPG;Sim;Ativo;1.0;ATIVO;2020-11-05;3.9;COM;BRINCO CRA
Brinco We Love Sapphire De Ouro Rosa 18K E Safira - G;A Argola Sapphire G e elegante e moderna. uma peça statement para usar em qualquer ocasião.;ACTIVE;5;4;;;BR06058T;gid://shopify/ProductVariant/46355503382823;WE LOVE SA;WE LOVE SAPPHIRE;BR;BRINCO;SA;SAFIRA;BR06058T;BR OR, ARGOLA SAPPHIRE G, SAF 1,41CT;4.95;549.65;16900.0;06. De 10.000 a 20.000;PA;OURO;OR;OURO ROSA;ARGOLA;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/BR06058T.JPG;Sim;Ativo;0.0;ATIVO;2020-11-05;10.0;COM;BRINCO CRA
Brinco Ear Cuff We Love Sapphire | Ouro Rosa 18K E Diamantes;"<div class=""flex-1 overflow-hidden"">
<div class=""react-scroll-to-bottom--css-fjiff-79elbk h-full"">
<div class=""react-scroll-to-bottom--css-fjiff-1n7m0yu"">
<div class=""flex flex-col pb-9 text-sm"">
<div data-testid=""conversation-turn-3"" class=""w-full text-token-text-primary"">
<div class=""px-4 py-2 justify-center text-base md:gap-6 m-auto"">
<div class=""flex flex-1 text-base mx-auto gap-3 md:px-5 lg:px-1 xl:px-5 md:max-w-3xl lg:max-w-[40rem] xl:max-w-[48rem] group final-completion"">
<div class=""relative flex w-full flex-col agent-turn"">
<div class=""flex-col gap-1 md:gap-3"">
<div class=""flex flex-grow flex-col max-w-full"">
<div class=""min-h-[20px] text-message flex flex-col items-start gap-3 whitespace-pre-wrap break-words [.text-message+&amp;]:mt-5 overflow-x-auto"" data-message-id=""5a37934f-cf3c-4b4e-9696-cd14df2f4216"" data-message-author-role=""assistant"">
<div class=""markdown prose w-full break-words dark:prose-invert light"">
<p>O cometa Sapphire possui um design moderno e delicado, sendo uma peça perfeita para ser utilizada no seu dia a dia e em ocasiões especiais.</p>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>";ACTIVE;5;3;;;BR06059T;gid://shopify/ProductVariant/46355503513895;WE LOVE SA;WE LOVE SAPPHIRE;BR;BRINCO;DI;DIAMANTE INCOLOR;BR06059T;BR OR, COMETA SAPPHIRE DIA, DLB 0,74CT;4.82;579.13;18500.0;06. De 10.000 a 20.000;PA;OURO;OR;OURO ROSA;BR COMETA;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/BR06059T.JPG;Sim;Ativo;0.0;ATIVO;2020-11-05;5.25;COM;BRINCO CRA
Brinco We Love Sapphire De Ouro Rosa 18K E Diamante - P;A Argola Sapphire Diamantes P e versatil e cool. perfeita para a rotina e para compor looks.;ACTIVE;6;4;;;BR06061T;gid://shopify/ProductVariant/46355505545511;WE LOVE SA;WE LOVE SAPPHIRE;BR;BRINCO;DI;DIAMANTE INCOLOR;BR06061T;BR OR,ARGOLA SAPPHIRE DIA P, DLB 0,46CT;5.14;373.44;12900.0;06. De 10.000 a 20.000;PA;OURO;OR;OURO ROSA;ARGOLA;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/BR06061T.JPG;Sim;Ativo;1.0;ATIVO;2020-11-05;3.91;COM;BRINCO CRA
Brinco We Love Sapphire De Ouro Rosa 18K E Diamante - G;A Argola Sapphire Diamantes G e chic e cool. uma peça statement para usar em qualquer ocasião.;ACTIVE;5;4;;;BR06071T;gid://shopify/ProductVariant/46355505643815;WE LOVE SA;WE LOVE SAPPHIRE;BR;BRINCO;DI;DIAMANTE INCOLOR;BR06071T;BR OR,ARGOLA SAPPHIRE DIA G, DLB 1,15CT;4.8;836.96;26500.0;05. De 20.000 a 50.000;PA;OURO;OR;OURO ROSA;ARGOLA;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/BR06071T.JPG;Sim;Ativo;0.0;ATIVO;2020-11-05;10.0;COM;BRINCO CRA
Piercing We Love Sapphire De Ouro Amarelo 18K E Diamante;O Piercing Sapphire Diamantes e confortavel e versatil. facil de combinar com todos os looks.;ACTIVE;5;3;"• Diamante com aproximadamente 0,30ct;
• Lapidação em Brilhante;
• Grau de cor: LLB;
• Grau de pureza: ±VS1/SI2;";;PI01364;gid://shopify/ProductVariant/46355505807655;WE LOVE SA;WE LOVE SAPPHIRE;PIE;PIERCING;DI;DIAMANTE INCOLOR;PI01364;PIER OA,PIER SAPPHIRE DIAMANTE,DLLB ±0,3;4.1;274.39;6900.0;07. De 5.000 a 10.000;PA;OURO;OA;OURO AMARELO;PIERCING;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/PI01364.JPG;Sim;Ativo;0.0;ATIVO;2020-11-09;1.74;COM;BRINCO CRA
Piercing We Love Sapphire De Ouro Branco 18K E Diamante;O Piercing Sapphire e confortavel e versatil. combina perfeitamente com outras peças e looks.;ACTIVE;5;2;;;PI01457;gid://shopify/ProductVariant/46355505873191;WE LOVE SA;WE LOVE SAPPHIRE;PIE;PIERCING;DI;DIAMANTE INCOLOR;PI01457;PIER OB,PIER SAPPHIRE DIAMANTE,D ±0,30CT;4.79;297.53;8900.0;07. De 5.000 a 10.000;PA;OURO;OB;OURO BRANCO;PIERCING;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/PI01457.JPG;Sim;Ativo;0.0;ATIVO;2022-04-07;1.44;COM;BRINCO CRA
Piercing We Love Sapphire De Ouro Rosa 18K E Safira;O Piercing Sapphire e confortavel e versatil. combina perfeitamente com outras peças e looks.;DRAFT;0;3;;;PI01365;gid://shopify/ProductVariant/46355506004263;WE LOVE SA;WE LOVE SAPPHIRE;PIE;PIERCING;SA;SAFIRA;PI01365;PIER OR,PIERCING SAPPHIRE, SAF 0,42CT;6.65;98.77;3500.0;08. Ate 5.000;PA;OURO;OR;OURO ROSA;PIERCING;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/PI01365.JPG;Nao;Inativo;0.0;INATIVO;2020-11-09;1.52;COM;BRINCO CRA
Brinco Dois Elos Pop Chain - G | Prata Com Ouro Amarelo 18K;O Brinco Dois Elos G é uma joia ultra leve com acabamento impecável e versátil para o dia a dia. Use a joia com os dois elos ou apenas com um elo só.;ACTIVE;5;3;;;BR05983T;gid://shopify/ProductVariant/46355507872039;POP CHAIN;POP CHAIN;BR;BRINCO;SP;SEM PEDRA;BR05983T;BRINCO PR, POP CHAIN, DOIS ELOS G, AMARE;8.24;54.24;2400.0;02. De 2.000 a 4.000;PA;PRATA;OA;OURO AMARELO;;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/BR05983T.JPG;Sim;Ativo;0.0;ATIVO;2020-07-22;13.0;COM;BRINCO S/P
Brinco Dois Elos Pop Chain - P | Prata Com Ouro Amarelo 18k;O Brinco Dois Elos P é uma joia ultra leve com acabamento impecável e versátil para o dia a dia. Use a joia com os dois elos ou apenas com um elo só.;ACTIVE;6;3;;;BR05987T;gid://shopify/ProductVariant/46355508166951;POP CHAIN;POP CHAIN;BR;BRINCO;SP;SEM PEDRA;BR05987T;BRINCO PR, POP CHAIN, DOIS ELOS P, AMARE;12.33;27.06;1800.0;03. Ate 2.000;PA;PRATA;OA;OURO AMARELO;;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/BR05987T.JPG;Sim;Ativo;2.0;ATIVO;2020-07-22;6.5;COM;BRINCO S/P
Brinco Ear Hook Pop Chain | Prata Com Ouro Amarelo 18K;O Brinco Ear Hook é uma joia de impacto, ultra leve e com acabamento impecável ela se adpata a looks do dia a dia como para ocasiões mais  especiais.;ACTIVE;8;3;;;BR05991T;gid://shopify/ProductVariant/46355508265255;POP CHAIN;POP CHAIN;BR;BRINCO;SP;SEM PEDRA;BR05991T;BRINCO PR, POP CHAIN, EARHOOK, AMARELO;11.45;30.89;1900.0;03. Ate 2.000;PA;PRATA;OA;OURO AMARELO;;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/BR05991T.JPG;Sim;Ativo;3.0;ATIVO;2020-07-22;8.0;COM;BRINCO S/P
Brinco Argola Pop Chain - Mini | Prata Com Ouro Amarelo 18K;A Argola Pop Chain Mini é perfeito para usar sozinho ou com pingentes. Coloque na joia os pingentes da coleção Pop! ou da própria Pop Chain.;ACTIVE;6;3;;;BR05995T;gid://shopify/ProductVariant/46355508396327;POP CHAIN;POP CHAIN;BR;BRINCO;SP;SEM PEDRA;BR05995T;BRINCO PR, POP CHAIN, ARG MINI, AMARELO;14.56;17.91;1400.0;03. Ate 2.000;PA;PRATA;OA;OURO AMARELO;;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/BR05995T.JPG;Sim;Ativo;1.0;ATIVO;2020-07-22;3.0;COM;BRINCO S/P
Brinco Peace & Love Pop Chain | Prata Com Ouro Amarelo 18K;"<p>O Brinco Peace &amp; Love é uma joia ultra leve e com ar jovem. Combine-a com outras peças de outras coleções e até use-a no segundo furo!</p>";DRAFT;0;3;;;BR05999T;gid://shopify/ProductVariant/46355508527399;POP CHAIN;POP CHAIN;BR;BRINCO;SP;SEM PEDRA;BR05999T;BR PR, POPCHAIN, PEACE&LOVE, BANHO AMARE;16.04;13.93;1200.0;03. Ate 2.000;PA;PRATA;OA;OURO AMARELO;;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/BR05999T.JPG;Nao;Inativo;0.0;INATIVO;2020-07-22;2.0;COM;BRINCO S/P
Brinco Dois Elos Pop Chain - G | Prata Com Ródio Negro;O Brinco Dois Elos G é uma joia ultra leve com acabamento impecável e versátil para o dia a dia. Use a joia com os dois elos ou apenas com um elo só.;ACTIVE;5;3;;;BR05984T;gid://shopify/ProductVariant/46355508625703;POP CHAIN;POP CHAIN;BR;BRINCO;SP;SEM PEDRA;BR05984T;BRINCO PR, POP CHAIN, DOIS ELOS G, RN;6.3;56.18;1900.0;03. Ate 2.000;PA;PRATA;RN;RODIO NEGRO;;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/BR05984T.JPG;Sim;Ativo;0.0;ATIVO;2020-07-22;13.0;COM;BRINCO S/P
Brinco Dois Elos Pop Chain - P | Prata Com Ródio Negro;O Brinco Dois Elos P é uma joia ultra leve com acabamento impecável e versátil para o dia a dia. Use a joia com os dois elos ou apenas com um elo só.;DRAFT;0;3;;;BR05988T;gid://shopify/ProductVariant/46355510559015;POP CHAIN;POP CHAIN;BR;BRINCO;SP;SEM PEDRA;BR05988T;BRINCO PR,POP CHAIN, DOIS ELOS P, RN;12.38;27.07;1800.0;03. Ate 2.000;PA;PRATA;RN;RODIO NEGRO;;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/BR05988T.JPG;Nao;Inativo;0.0;INATIVO;2020-07-22;6.5;COM;BRINCO S/P
Brinco Ear Hook Pop Chain | Prata Com Ródio Negro;O Brinco Ear Hook é uma joia de impacto, ultra leve e com acabamento impecável ela se adpata a looks do dia a dia como para ocasiões mais  especiais.;DRAFT;0;3;;;BR05992T;gid://shopify/ProductVariant/46355510821159;POP CHAIN;POP CHAIN;BR;BRINCO;SP;SEM PEDRA;BR05992T;BRINCO PR, POP CHAIN, EARHOOK, RN;8.71;32.08;1500.0;03. Ate 2.000;PA;PRATA;RN;RODIO NEGRO;;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/BR05992T.JPG;Nao;Inativo;0.0;INATIVO;2020-07-22;8.0;COM;BRINCO S/P
Brinco Argola Pop Chain - Mini | Prata Com Ródio Negro;A Argola Pop Chain Mini é perfeito para usar sozinho ou com pingentes. Coloque na joia os pingentes da coleção Pop! ou da própria Pop Chain.;DRAFT;0;3;;;BR05996T;gid://shopify/ProductVariant/46355510952231;POP CHAIN;POP CHAIN;BR;BRINCO;SP;SEM PEDRA;BR05996T;BRINCO PR,POP CHAIN, ARG MINI, BANHO RN;12.68;18.36;1250.0;03. Ate 2.000;PA;PRATA;RN;RODIO NEGRO;;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/BR05996T.JPG;Nao;Inativo;0.0;INATIVO;2020-07-22;3.0;COM;BRINCO S/P
Colar Pop Chain | Prata Com Ouro Amarelo 18K;O Colar Pop Chain é leve e perfeito para mixar com outras peças. Com acabamento impecável, a Coleção Pop Chain é ideal para o dia a dia e super versátil.;ACTIVE;7;3;;;CL04429;gid://shopify/ProductVariant/46355511148839;POP CHAIN;POP CHAIN;CL;COLAR;SP;SEM PEDRA;CL04429;COLAR PR, POP CHAIN, AMARELO;6.87;105.78;3900.0;02. De 2.000 a 4.000;PA;PRATA;OA;OURO AMARELO;;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/CL04429.JPG;Sim;Ativo;2.0;ATIVO;2020-07-22;33.0;COM;COLAR S/P
Colar Pop Chain De Prata Com Ródio Negro;O Colar Pop Chain é leve e perfeito para mixar com outras peças. Com acabamento impecável, a Coleção Pop Chain é ideal para o dia a dia e super versátil.;DRAFT;0;3;;;CL04430;gid://shopify/ProductVariant/46355511312679;POP CHAIN;POP CHAIN;CL;COLAR;SP;SEM PEDRA;CL04430;COLAR PR, POP CHAIN, RN;5.89;110.69;3500.0;02. De 2.000 a 4.000;PA;PRATA;RN;RODIO NEGRO;;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/CL04430.JPG;Nao;Inativo;0.0;INATIVO;2020-07-23;33.0;COM;COLAR S/P
Piercing Pop Chain | Prata Com Ouro Amarelo 18K;O Piercing Pop Chain possui acabamento abre e fecha deixando a joia mais confortável. Divertido e descolado, ele é capaz de elevar qualquer look.;ACTIVE;9;2;;;BR06004T;gid://shopify/ProductVariant/46355511476519;POP CHAIN;POP CHAIN;PIE;PIERCING;SP;SEM PEDRA;BR06004T;BR PR, POP CHAIN, PIERCING, AMARELO;16.31;11.19;980.0;03. Ate 2.000;PA;PRATA;OA;OURO AMARELO;PIERCING;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/BR06004T.JPG;Sim;Ativo;4.0;ATIVO;2020-07-23;3.4;COM;BRINCO S/P
Pingente Pop Chain De Prata Com Ouro Amarelo - G;O Pingente Peace and Love G foi criado para compor looks divertidos! Adicione-o na Argola Pop Chain Mini, Corrente Pop Chain ou então no Colar Chain P.;DRAFT;0;3;;;PI01341;gid://shopify/ProductVariant/46355511607591;POP CHAIN;POP CHAIN;PI;PINGENTE;SP;SEM PEDRA;PI01341;PI PR,POP CHAIN, PEACE&LOVE G, AMARELO;6.95;35.52;1400.0;03. Ate 2.000;PA;PRATA;OA;OURO AMARELO;;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/PI01341.JPG;Nao;Ativo;0.0;INATIVO;2020-07-22;8.0;COM;PING S/P
Pingente Pop Chain De Prata Com Ouro Amarelo - P;O Pingente Peace and Love G foi criado para compor looks divertidos! Adicione-o na Argola Pop Chain Mini, Corrente Pop Chain ou então no Colar Chain P.;ACTIVE;10;4;;;PI01345;gid://shopify/ProductVariant/46355513213223;POP CHAIN;POP CHAIN;PI;PINGENTE;SP;SEM PEDRA;PI01345;PI PR, POP CHAIN, PEACE&LOVE P, AMARELO;14.3;12.37;950.0;03. Ate 2.000;PA;PRATA;OA;OURO AMARELO;;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/PI01345.JPG;Nao;Inativo;10.0;ATIVO;2020-07-22;3.0;COM;PING S/P
Pingente Pop Chain De Prata Com Ouro Amarelo;O Pingente Peace and Love G foi criado para compor looks divertidos! Adicione-o na Argola Pop Chain Mini, Corrente Pop Chain ou então no Colar Chain P.;ACTIVE;6;4;;;PI01350;gid://shopify/ProductVariant/46355513573671;POP CHAIN;POP CHAIN;PI;PINGENTE;SP;SEM PEDRA;PI01350;PINGENTE PR, POP CHAIN, ARGOLA, AMAREL;8.08;25.36;1100.0;03. Ate 2.000;PA;PRATA;OA;OURO AMARELO;;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/PI01350.JPG;Nao;Ativo;6.0;ATIVO;2020-07-27;7.0;COM;PING S/P
